Name,Symbol,Price (USD),Market Cap (USD),"Volume (24h, USD)",Percent Change 1h,Percent Change 24h,Percent Change 7d,Circulating Supply,Total Supply,Max Supply,Rank,Last Updated
Huma Finance,HUMA,0.031951702860139986,55382951.61359207,26752202.0567798,-0.09326366,3.953956,-14.54860409,1733333333,9999997858.313366,10000000000.0,474,2025-06-28T06:15:00.000Z
Braintrust,BTRST,0.22900521144724656,55269899.84923397,232723.65806854,0.05364386,2.90639159,2.82611767,241347782,250000000,250000000.0,475,2025-06-28T06:15:00.000Z
MetFi,METFI,0.25803521663428164,54747769.10036039,424168.45899937,-0.07897654,-2.03123795,-6.84779723,212171694.2922387,450661996.27838576,500000000.0,476,2025-06-28T06:15:00.000Z
Celer Network,CELR,0.007024149644180154,54671935.67162547,4113154.70638344,-0.30740813,-0.6659916,-1.96461877,7783424106.9912,10000000000,10000000000.0,477,2025-06-28T06:14:00.000Z
Kyber Network Crystal v2,KNC,0.291775647078827,54645520.9130311,6209590.83442456,-0.11133769,-1.92176426,-6.83926218,187286092.7912462,240201011.20911524,,478,2025-06-28T06:15:00.000Z
Defi App,HOME,0.01999351939165964,54382372.74531422,17304789.43626273,1.13455003,2.58558659,8.01197918,2720000000,10000000000,10000000000.0,479,2025-06-28T06:15:00.000Z
Bone ShibaSwap,BONE,0.23621174654406185,54310596.22189324,4620902.80370773,0.17423496,1.02473044,5.74767317,229923350.6228802,249999401.82484713,250000000.0,480,2025-06-28T06:15:00.000Z
Connex,CONX,46.88204904952001,54289412.799344175,0.0,-0.9439611,-3.17904127,14.88974996,1158000,100000000,100000000.0,481,2025-06-28T06:15:00.000Z
Bounce Token,AUCTION,8.793985531293753,53557058.87171669,7223914.80915062,-0.48401553,0.66169022,-5.08556503,6090191.83408157,7640820.85665806,10000000.0,482,2025-06-28T06:15:00.000Z
Numeraire,NMR,7.10421102697393,53531692.63837608,6714698.9974896,-0.30858032,-0.08126266,-4.16310066,7535205.8708732,10670017.40518759,11000000.0,483,2025-06-28T06:15:00.000Z
Undeads Games,UDS,1.1666901990544838,53432084.736438446,881461.33682762,-0.1051172,-0.22613175,7.46577261,45798006,250000000,250000000.0,484,2025-06-28T06:15:00.000Z
Saga,SAGA,0.20663848732496515,53413359.78022944,15381818.49694143,0.00936241,0.11035276,-5.65401769,258486986,1069370739,,485,2025-06-28T06:15:00.000Z
deBridge,DBR,0.02897804901672223,53009359.51984212,66443942.68235515,-2.31732822,61.71980902,89.6804076,1829293597,10000000000,10000000000.0,486,2025-06-28T06:14:00.000Z
Open Campus,EDU,0.1286065784404626,52820777.54165436,3336197.78625636,-0.18811724,-0.97389182,0.74618961,410715985,1000000000,1000000000.0,488,2025-06-28T06:15:00.000Z
SUNDOG,SUNDOG,0.053027256903542826,52890478.71524937,8100972.64866808,0.20500495,0.61257963,-11.56009839,997420606,1000000000,1000000000.0,487,2025-06-28T06:15:00.000Z
ECOMI,OMI,0.00019012269706746807,52581017.72782177,2103968.66113289,-0.00413853,-0.64305762,-3.20424327,276563600973.75726,305281922855.64703,,489,2025-06-28T06:15:00.000Z
Hey Anon,ANON,3.8952428989383696,52330504.603147246,812329.04512895,0.36584294,0.60487122,1.22318215,13434465.054133,21000000,21000000.0,490,2025-06-28T06:15:00.000Z
Cyber,CYBER,1.1647968017021995,52255774.557750635,7726604.76996188,-0.27897009,-1.54517422,-13.79453315,44862567,100000000,100000000.0,491,2025-06-28T06:15:00.000Z
Nillion,NIL,0.2664568621267519,51999056.64403564,8035533.02907757,-0.59603472,-3.40407044,-10.9580531,195150000,1000000000,,492,2025-06-28T06:15:00.000Z
Rootstock Infrastructure Framework,RIF,0.05198876014434967,51988760.14434967,1844747.97451805,-0.36189218,-0.6279192,2.39291903,1000000000,1000000000,1000000000.0,493,2025-06-28T06:15:00.000Z
Orchid,OXT,0.052138458987350506,51993234.31870949,3625009.50348949,-0.81063075,-2.33680704,-6.84734804,997214634.4279902,1000000000,,494,2025-06-28T06:15:00.000Z
Zentry,ZENT,0.00768371865534185,51746864.25731298,8436589.07891903,0.08429357,1.22037099,-4.19763285,6734612051.592713,9706992814.355925,,495,2025-06-28T06:15:00.000Z
API3,API3,0.598379876034123,51713172.48226371,7706783.25897982,-0.29411875,0.4722401,-2.02717244,86421978,149212728.31619173,,496,2025-06-28T06:15:00.000Z
Adventure Gold,AGLD,0.6659244251864385,51482617.97708798,10098976.88215422,0.10366765,1.42380688,-7.70338968,77310001,92810001,96000000.0,497,2025-06-28T06:15:00.000Z
Wrapped ONUS,WONUS,0.5314,50901502.278717555,0.0,0.0,0.73933649,-8.02257963,95787546.629126,95787546.629126,100000000.0,498,2025-06-28T06:15:00.000Z
Moonriver,MOVR,5.193731437906492,50648219.84871365,3841503.73544593,-0.18017621,-2.22514744,-3.22854625,9751798,11967583,,499,2025-06-28T06:15:00.000Z
Osaka Protocol,OSAK,6.744520278373477e-08,50642561.78609064,42279.16223844,-0.3894591,-3.89942171,-7.52286253,750869738630302,761459789745212,1000000000000000.0,500,2025-06-28T06:15:00.000Z
Seedify.fund,SFUND,0.7187130130987144,50409967.31432569,1166850.59737314,-0.07568936,2.09416544,-3.39231553,70139216.06481604,100000000,100000000.0,502,2025-06-28T06:15:00.000Z
Omni Network,OMNI,1.4622156647286697,50400363.61447809,11896481.00132561,-1.87142537,0.98456418,-6.67644599,34468488.35655884,100000000,,501,2025-06-28T06:15:00.000Z
Tutorial,TUT,0.05981530630128269,50138017.90610021,33904350.81140072,0.32109837,3.18066684,56.35853537,838213845.3585925,838213845.3585925,1000000000.0,503,2025-06-28T06:15:00.000Z
GEODNET,GEOD,0.1575082827170258,49956033.15381846,441297.55519582,-0.08621355,-1.43335899,-15.06068711,317164483.62,989289568,,504,2025-06-28T06:15:00.000Z
Cartesi,CTSI,0.05716734824916466,49948308.69480086,2939287.78219447,-0.08019971,0.5028729,-1.80571952,873720930.295743,1000000000,1000000000.0,505,2025-06-28T06:15:00.000Z
Gifto,GFT,0.022301167056440935,49922308.125824444,30995.65585504,0.0,2.94191991,15.06420707,2238551372.646934,2239975052.0460687,,506,2025-06-28T06:15:00.000Z
Lista DAO,LISTA,0.2325486556147108,49868230.268662915,26627423.12502047,0.13895107,13.81132933,23.18269426,214442135.28924954,996287362.2107266,1000000000.0,507,2025-06-28T06:15:00.000Z
ANDY (ETH),ANDY,4.9853515365088704e-05,49853515.3650887,886212.43814602,0.12986118,-6.91338106,1.33811878,1000000000000,1000000000000,1000000000000.0,508,2025-06-28T06:15:00.000Z
Smooth Love Potion,SLP,0.0012127613149631755,49820557.32102717,3781654.37158211,-0.13480528,-1.42276456,-2.68761113,41080265924,41080265924,,509,2025-06-28T06:15:00.000Z
Pundi AI,PUNDIAI,7.023594494912774,49569804.79043033,1048060.8983733,-0.22289833,-0.6682023,-1.18141304,7057612,8312980,18930226.0,510,2025-06-28T06:15:00.000Z
Wilder World,WILD,0.12447597549338293,49424630.09021601,1280156.2447915,1.36115351,-3.37054689,-14.22753468,397061600.79736346,500000000,500000000.0,511,2025-06-28T06:15:00.000Z
Coreum,COREUM,0.12828754394903943,49364026.76904089,283634.91871643,0.22228396,2.14601186,3.51212131,384792048,545674243,,512,2025-06-28T06:15:00.000Z
APX,APX,0.08258675386917082,49193670.84707461,827958.96200462,-0.34547586,0.96584732,9.42902946,595660545.3339938,3975255603.4277463,,513,2025-06-28T06:15:00.000Z
DeFi Pulse Index,DPI,87.97407608591658,49176050.43134685,313.99749647,-0.00374873,0.90505324,-0.15121778,558983.42579149,558983.42579149,,514,2025-06-28T06:15:00.000Z
EUR CoinVertible,EURCV,1.1730823849061724,49042322.08928178,3198101.35540367,0.01070452,0.37681447,1.76369732,41806375,41806375,,515,2025-06-28T06:15:00.000Z
Tornado Cash,TORN,9.301842243184712,48929213.01393882,70147.13072457,0.22227398,0.53077011,-3.80596128,5260163.71109587,9999997.526815,,516,2025-06-28T06:15:00.000Z
GameBuild,GAME,0.0027522811387204246,48786878.913837686,2498097.67287633,0.06588986,0.03633986,-2.74131236,17725979453,21419639400,21419639400.0,517,2025-06-28T06:15:00.000Z
Secret,SCRT,0.15650685547487864,48730701.44601384,2897791.16647683,0.4371023,0.66920539,-0.79589945,311364644.686991,327304644.995287,,518,2025-06-28T06:14:00.000Z
Neutron,NTRN,0.0812989119401213,48445671.934970774,2212376.78203278,-0.05570567,-3.40614204,-6.99652608,595895698.710608,999787097.044006,1000000000.0,519,2025-06-28T06:15:00.000Z
Vanar Chain,VANRY,0.02495321802204212,48306227.62413716,4098803.69584639,-0.0399003,0.34927621,-2.5062982,1935871661.1807923,1991220770,2400000000.0,520,2025-06-28T06:15:00.000Z
Humans.ai,HEART,0.006187927254125286,48265832.58217723,401490.49993992,0.03366563,-0.43784707,0.10780766,7800000000,7800000000,7800000000.0,521,2025-06-28T06:14:00.000Z
IAGON,IAG,0.12819605408674373,48204335.89478485,671559.19300627,0.66926959,-5.52711476,-16.26474191,376020434,1000000000,1000000000.0,522,2025-06-28T06:15:00.000Z
BounceBit,BB,0.07643210762382249,48062079.877239145,4730412.60952673,-0.31556853,-1.16977493,-12.07144945,628820549,2100000000,2100000000.0,523,2025-06-28T06:15:00.000Z
WINkLink,WIN,4.789983155339302e-05,47598151.67205167,12605895.00061245,0.08058231,0.31326554,-1.81907549,993701859243.3864,993701859243.3864,993701859243.3864,524,2025-06-28T06:15:00.000Z
Quantum Resistant Ledger,QRL,0.7001365964616671,47565298.97703768,33875.5474259,0.24387923,-0.82718923,25.65525222,67937170,78967718.18269435,105000000.0,525,2025-06-28T06:15:00.000Z
AO,AO,13.4986893994153,47460422.31748463,2280223.15990935,-0.100467,-0.05243909,-4.51387708,3515928.17,3515928.17,21000000.0,526,2025-06-28T06:15:00.000Z
Access Protocol,ACS,0.0011438762540001265,47469270.96213031,1579400.58621489,0.68690735,0.94048429,2.38995944,41498606860.777664,88970256164.60251,,527,2025-06-28T06:15:00.000Z
Oasys,OAS,0.010650059980488735,47063439.030224234,3333061.91985483,-0.17079422,-0.47063081,-8.2055711,4419077368.2445,10000000000,10000000000.0,528,2025-06-28T06:15:00.000Z
tokenbot,CLANKER,47.03384720511143,47033847.20511143,6967946.13695119,2.06518034,-4.29780358,66.41514147,1000000,1000000,1000000.0,529,2025-06-28T06:15:00.000Z
Bubblemaps,BMT,0.13287321589434384,46832227.92768864,30381508.70458513,-1.84688524,-1.94752792,5.97759089,352458000,1000000000,1000000000.0,530,2025-06-28T06:15:00.000Z
Gemini Dollar,GUSD,0.9999664852478168,46766772.970661476,84967646.1609755,-0.00318062,-0.00319028,-0.01168165,46768340.4,46768340.4,148548675.98,531,2025-06-28T06:15:00.000Z
Artificial Liquid Intelligence,ALI,0.005184031547178916,47268472.35138157,1194521.17683173,3.98819089,8.27761465,7.08483806,9118091184.669674,9870903732.81426,,532,2025-06-28T06:15:00.000Z
GoPlus Security,GPS,0.02824264920429434,46211790.97511916,20593406.67742776,-1.15608574,-5.53156309,6.91666621,1636241368.1820111,10000000000,10000000000.0,533,2025-06-28T06:15:00.000Z
Just a chill guy,CHILLGUY,0.0461408817437801,46138684.6037016,9239690.70674462,0.25838707,4.13949473,-6.09973298,999952381.922593,999952381.922593,1000000000.0,534,2025-06-28T06:15:00.000Z
AI Analysis Token,AIAT,0.3133547221727841,45871829.28654426,454092.9980189,0.45821052,0.13518373,-19.3006775,146389462.2952275,500000000,500000000.0,535,2025-06-28T06:15:00.000Z
Seraph,SERAPH,0.1912040372223065,45794017.77328511,140946964.28964755,0.02252575,0.75442671,-0.96677589,239503404,1000000000,1000000000.0,536,2025-06-28T06:15:00.000Z
Realio Network,RIO,0.26436932210091746,45754433.322801106,1895690.95079139,-0.39399335,1.1198179,4.03765464,173070131.4327814,173070131.4327814,175000000.0,537,2025-06-28T06:15:00.000Z
ZEON,ZEON,0.001496636938962418,45690829.10958366,5267.68968744,-0.01105712,-0.1574964,-0.61009056,30529000000,50000000000,,538,2025-06-28T06:15:00.000Z
Autonolas,OLAS,0.2548426664498415,45578142.39595524,349979.70420046,0.12090342,-0.50537037,-2.05422706,178848161.61632022,469985971.1916277,,539,2025-06-28T06:15:00.000Z
Scroll,SCR,0.23887262186675132,45385798.15468275,6452972.37862194,-0.03698062,-1.39339554,-2.33678568,190000000,1000000000,1000000000.0,540,2025-06-28T06:15:00.000Z
BIM,BIM,1.503410777023617,45102323.31070851,92198.87355629,0.03205018,-0.93057308,-0.3666688,30000000,30000000,30000000.0,541,2025-06-28T06:15:00.000Z
Simon's Cat,CAT,6.154018585396253e-06,44894920.86108292,6877183.73847554,0.09958278,-0.66864257,1.02086187,7295220226929.518,8098290177009.93,9000000000000.0,542,2025-06-28T06:15:00.000Z
Avail,AVAIL,0.02060912516514772,44717260.40824954,10432049.59168487,0.5837614,-0.34506964,-9.30019238,2169779651,10492279651,,543,2025-06-28T06:15:00.000Z
Mansory,MNSRY,0.04951453802264572,44562501.32286091,3475989.23448994,0.46055677,17.19756901,9.09843637,899988227.75,899988227.75,1000000000.0,544,2025-06-28T06:15:00.000Z
QuarkChain,QKC,0.006236126209901221,44496376.68705828,2157477.50518888,-0.0506454,1.14468098,-3.04268022,7135259164,10000000000,,545,2025-06-28T06:15:00.000Z
Aurora,AURORA,0.07192883311395393,44244916.54889001,916161.59772933,0.01200859,-0.41660407,-2.73813077,615120733,999863847,1000000000.0,546,2025-06-28T06:15:00.000Z
ResearchCoin,RSC,0.3807898599093882,44158357.886979155,398328.24488486,0.43252638,-5.34922442,-12.19840411,115965162.24850884,1000000000,,547,2025-06-28T06:15:00.000Z
Gods Unchained,GODS,0.11764109655472603,44099072.39667997,2989623.74898476,-0.28155779,0.21737215,-3.45935223,374861113.0649,500000000,500000000.0,548,2025-06-28T06:15:00.000Z
Particle Network,PARTI,0.1890536791374377,44049507.239022985,14634114.35642855,-1.23715899,-0.40717451,-9.51857035,233000000,1000000000,1000000000.0,549,2025-06-28T06:15:00.000Z
Zircuit,ZRC,0.020008593602051684,43917331.45873196,6389485.21838466,-0.36716006,-0.05284141,-19.1012426,2194923458,10000000000,,550,2025-06-28T06:15:00.000Z
DIA,DIA,0.3664107509289006,43850611.1348852,3680199.86198292,-0.45369361,0.84546073,1.05757739,119676104,168817248,200000000.0,551,2025-06-28T06:15:00.000Z
Devve,DEVVE,0.4789607467840885,43806418.60970491,449712.71870654,-0.12415245,3.81587998,13.91185941,91461396.1662551,120000000,300000000.0,552,2025-06-28T06:15:00.000Z
Bitcoin Wizards,WZRD,2.06947655434603,43459007.64126663,142875.28172923,0.0042103,0.00835551,0.10163846,21000000,21000000,21000000.0,553,2025-06-28T06:15:00.000Z
Cobak Token,CBK,0.45529655921040446,43311021.73991202,3740752.14642539,0.09635666,2.48853186,-1.15018519,95127057,100000000,100000000.0,554,2025-06-28T06:15:00.000Z
BENQI,QI,0.00622136981911846,43242060.040544756,1465365.63888666,0.32230949,-1.32090607,-1.33048975,6950568974,7200000000,7200000000.0,555,2025-06-28T06:15:00.000Z
SmarDex,SDEX,0.004690687852391004,43123289.32950039,398763.20628014,-0.01316133,0.62524665,-0.85508865,9193382865.482933,10000000000,10000000000.0,556,2025-06-28T06:15:00.000Z
Hamster Kombat,HMSTR,0.0006677621740268173,42987189.95297636,10794789.08284893,-0.62177788,1.45132957,-13.53667558,64375000000,100000000000,100000000000.0,557,2025-06-28T06:15:00.000Z
Hippo Protocol,HP,0.03990522986813513,42996191.29433047,660526.40628487,0.20896939,-1.13743086,-3.05578485,1077457552.2158191,1127458738.9019046,,558,2025-06-28T06:15:00.000Z
Ski Mask Dog,SKI,0.04316205370741953,42704408.480576284,744956.1812397,0.67049701,-1.07717049,3.53481209,989397047,1000000000,1000000000.0,559,2025-06-28T06:15:00.000Z
MyShell,SHELL,0.14754449652077503,42689540.99334228,41735072.02181119,0.34613656,6.62720045,7.66751694,289333333.33332,1000000000,1000000000.0,560,2025-06-28T06:15:00.000Z
BugsCoin,BGSC,0.007024625459319003,42674599.66536294,2893456.27900866,0.04847047,-1.6201877,-15.59910522,6075000000,29441428003,100000000000.0,561,2025-06-28T06:15:00.000Z
NEM,XEM,0.00470357199582926,42332147.95775977,17832208.12113161,0.69959459,7.41546329,-30.76831062,8999999999,8999999999,8999999999.0,563,2025-06-28T06:15:00.000Z
Xphere,XP,0.022887191001355327,42436100.59291283,416981.84327345,0.34617361,0.4098297,-3.78912806,1854141934.2548356,1854141934.2548356,5500000000.0,562,2025-06-28T06:15:00.000Z
UNIPOLY,UNP,0.19309847428295177,42332978.51705152,979380.21922742,0.1202886,1.08729918,-3.98376647,219230000,1000000000,1000000000.0,564,2025-06-28T06:15:00.000Z
Tokamak Network,TOKAMAK,0.965589281070479,42332838.04894448,366911.27257207,0.35686176,-0.28944448,-4.24331056,43841454,94639520.59697862,,565,2025-06-28T06:15:00.000Z
SuperRare,RARE,0.051103134360737316,42118242.27933746,50407512.44647388,-0.69169636,-1.68349099,4.32976693,824181193.7018294,1000000000,1000000000.0,566,2025-06-28T06:15:00.000Z
VaderAI by Virtuals,VADER,0.04207599351230178,41938805.28244284,1265424.22793166,-0.16474438,-4.06321719,-15.52179962,996739513,996739513,1000000000.0,567,2025-06-28T06:15:00.000Z
Tether EURt,EURt,1.1476695897347078,41760643.60376741,304308.2787825,-0.01622604,-0.63892473,0.73770324,36387340.03,50001660.54,,568,2025-06-28T06:15:00.000Z
SOON,SOON,0.2469376242046443,41629830.82662312,26784856.43975003,3.40411078,9.0546036,22.10604681,168584398.43141636,999999982.7057712,,569,2025-06-28T06:15:00.000Z
Roam,ROAM,0.1384275747052586,41588190.470754996,219295943.28789678,2.22598063,3.17555668,-8.99724128,300432847.713362,997605575.210173,1000000000.0,570,2025-06-28T06:15:00.000Z
Matrixdock Gold,XAUM,3293.151392543624,41505284.80402197,189790.39462886,0.00504469,-0.61477127,-2.76170874,12603.51555595,12603.51555595,,571,2025-06-28T06:15:00.000Z
Liquity USD,LUSD,1.001946769357007,41144863.30705896,36212.55440964,-0.18078245,-0.11015321,0.18825299,41064919.38036131,41064919.38036131,,572,2025-06-28T06:15:00.000Z
Symbol,XYM,0.006671949309701877,41106153.95252698,152418.45216523,-0.00825374,0.28257174,-0.24696875,6161041105.74601,8453681618.750746,8999999999.0,573,2025-06-28T06:15:00.000Z
SUPRA,SUPRA,0.0027257606499771166,40903192.6132298,1169434.35213596,1.5076294,0.7239295,-10.78675004,15006157130.331009,79973864076.0979,100000000000.0,574,2025-06-28T06:15:00.000Z
Tensor,TNSR,0.10457798065414489,40722582.74982593,6711095.59518216,-0.22556059,-2.49086539,-4.88806133,389399207.128522,999998442.8705838,,575,2025-06-28T06:15:00.000Z
Coin98,C98,0.0417181163690357,40339089.322984405,11986292.63678692,0.18809928,-2.40736168,-2.92802476,966944168,1000000000,,576,2025-06-28T06:15:00.000Z
Velodrome Finance,VELO,0.04396532088822568,40237172.0738249,3583626.84473096,-0.01907706,-1.51436062,-6.37239101,915202511,2129488982.0605967,,577,2025-06-28T06:15:00.000Z
MovieBloc,MBL,0.0021572419156853334,40051110.099927194,3562084.08295558,-0.03073703,-0.66203511,-2.20774655,18565887214,30000000000,30000000000.0,578,2025-06-28T06:15:00.000Z
Forta,FORT,0.06797495947402335,40030376.227473475,881588.12649515,-0.05659388,-1.08765878,-14.06659372,588898861.2456782,1000000000,1000000000.0,581,2025-06-28T06:15:00.000Z
SuperWalk,GRND,0.059042213489491666,40018531.02482144,178942.03675285,-0.16948896,-0.73817144,-5.83770219,677795235.9788126,1000000000,,579,2025-06-28T06:15:00.000Z
CoinEx Token,CET,0.05648398253611247,40026446.87019082,103032.32286557,-0.09382398,0.99129667,-5.67942052,708633582,2777476547,10000000000.0,580,2025-06-28T06:14:00.000Z
Test,TST,0.04212816586011324,39891494.54206479,11236033.89799505,-0.02343044,0.73628859,0.76644142,946907935.0504998,946907935.0504998,,582,2025-06-28T06:15:00.000Z
MARBLEX,MBX,0.1873057925469386,39753583.77043024,2510361.09595323,0.27690221,0.20589523,-2.57714711,212238944.82851106,321386916,,583,2025-06-28T06:15:00.000Z
Liqwid Finance,LQ,1.9487072148833644,39251628.51282339,14308.51383081,-0.03826682,-0.35980692,-14.64261608,20142394,21000000,21000000.0,584,2025-06-28T06:15:00.000Z
PinLink,PIN,0.4450577776139845,39257047.341699906,1176263.65284081,-0.32562004,-0.67096051,-15.85907229,88206631.4,100000000,100000000.0,585,2025-06-28T06:15:00.000Z
DEAPcoin,DEP,0.00132578365964012,39167494.080143996,2113290.94048806,0.01491658,-1.33931767,6.67706155,29542900001.32895,29892900001.328953,,586,2025-06-28T06:15:00.000Z
Shentu,CTK,0.2653505856969969,39141094.848764315,4202508.44297723,0.70650219,1.08150414,7.41916582,147507098,147507098,,587,2025-06-28T06:15:00.000Z
Fwog (SOL),FWOG,0.03997768678700495,39003643.561120845,3624343.63342663,0.49751718,3.80595837,-2.08541307,975635328,975635328,975635328.0,588,2025-06-28T06:15:00.000Z
EscoinToken,ELG,0.24711210115557053,38830515.76278271,336753.11041623,-0.12556152,0.76690265,-3.31702192,157137248.97,225000000,370000000.0,589,2025-06-28T06:15:00.000Z
Act I : The AI Prophecy,ACT,0.040773324102632326,38663095.11181722,16201685.02615634,-0.15215305,1.48031989,0.55863734,948244862.609108,948244862.609108,,590,2025-06-28T06:15:00.000Z
sUSD,SUSD,0.941071098161637,38631681.56274312,25619.68016717,0.02475062,-0.14780774,-1.92343329,41050757.62948125,41050757.62948125,142399574.0,591,2025-06-28T06:15:00.000Z
GRIFFAIN,GRIFFAIN,0.0386030243609175,38598435.23338147,8484547.10267967,0.50578619,3.08782251,1.94347813,999881120,999881120,999881120.0,592,2025-06-28T06:15:00.000Z
ANyONe Protocol,ANYONE,0.3941526385768665,38429868.67890872,227841.1394504,1.2273511,-2.58211839,24.00596635,97499965.5404165,100000000,100000000.0,593,2025-06-28T06:14:00.000Z
Fuel Network,FUEL,0.007350629131452914,38424398.43517802,2575117.47535753,0.38095438,-5.0391238,-9.45085119,5227361869.035435,10120331771.817423,,595,2025-06-28T06:15:00.000Z
HashAI,HASHAI,0.00045428640979083753,38416647.87956465,621586.26823672,0.01830932,5.5464146,44.08331865,84564818695,89719785186,100000000000.0,594,2025-06-28T06:15:00.000Z
Treasure,MAGIC,0.12403836878085156,38129308.77558524,15785293.23568714,-1.40921968,-2.93855232,-25.91578442,307399308.3781303,347687044.0430891,,596,2025-06-28T06:15:00.000Z
Concordium,CCD,0.0032674157740448986,37801846.52390958,537302.4575029,0.17489704,4.02710184,-4.05602523,11569340768.993341,13973235246.37307,,597,2025-06-28T06:15:00.000Z
Sleepless AI,AI,0.10848992634139604,37711550.29261415,6446305.01927536,-0.1863265,0.39924832,-6.31963354,347604165.33,1000000000,1000000000.0,598,2025-06-28T06:15:00.000Z
Tagger,TAG,0.0003471143055843116,37628777.9381304,49901823.68030562,0.753451,3.63029088,85.99032981,108404572594,405380800000,,599,2025-06-28T06:15:00.000Z
MobileCoin,MOB,0.18882654145382397,37463134.27479286,70558.00043042,-0.01969269,-0.08479529,5.69277077,198399727,250000000,,600,2025-06-28T06:14:00.000Z
Vulcan Forged (PYR),PYR,0.8680081953614706,37370428.96075382,4062010.96621988,0.2688799,1.30864774,-5.67588155,43053083.0935201,50000000,50000000.0,601,2025-06-28T06:15:00.000Z
TrueFi,TRU,0.028333711036387814,37319370.238019004,4869104.32327123,-0.0988949,-0.02321344,-6.49475986,1317136685.3459923,1331986693.2046723,1450000000.0,602,2025-06-28T06:15:00.000Z
Alephium,ALPH,0.3227643648986501,37245111.56513558,239187.46338587,-0.13587761,1.39955359,-0.9959911,115394125.2989027,212046414.52786773,1000000000.0,603,2025-06-28T06:15:00.000Z
Highstreet,HIGH,0.4940505561745764,37131681.753792815,4779168.51632659,-0.27862802,0.44455707,-4.00244208,75157656.01258035,100000000,100000000.0,604,2025-06-28T06:15:00.000Z
X Empire,X,5.3682201916131105e-05,37040719.322130464,13221126.39444733,-0.32843385,0.91334282,-7.31766814,690000000000,690000000000,690000000000.0,605,2025-06-28T06:15:00.000Z
Locus Chain,LOCUS,0.01770211355450245,36839209.77567442,182910.92716175,-0.26313051,-2.80881421,9.15928316,2081062787.3474767,7000000000,7000000000.0,606,2025-06-28T06:15:00.000Z
Humanity Protocol,H,0.02012261048134207,36723764.128449276,42597630.00700172,-2.36358224,-0.5087024,-79.36599148,1825000000,10000000000,10000000000.0,607,2025-06-28T06:15:00.000Z
siren,SIREN,0.049846996845047,36455036.658398464,10703497.35736222,0.10333639,3.56672338,-8.74109432,731338675.6622788,731338675.6622788,,608,2025-06-28T06:14:00.000Z
MyNeighborAlice,ALICE,0.36287774688079183,36287774.688079186,6812993.93224149,0.33868219,0.09385303,-2.55819613,100000000,100000000,,609,2025-06-28T06:15:00.000Z
XPLA,XPLA,0.04413338630247711,36318590.21855451,461665.29937331,0.50546151,-1.12444765,-10.51836863,822927793.7033359,1999922489.6121,2000000000.0,610,2025-06-28T06:15:00.000Z
Myria,MYRIA,0.0011057481135815946,35968261.910814814,1089472.07877506,-0.0921588,-1.87933886,-7.05656834,32528440672,50000000000,50000000000.0,611,2025-06-28T06:14:00.000Z
Celo Dollar,CUSD,0.999844773388987,35548646.66672404,726205.5323188,0.01910766,0.0162576,-0.00114347,35554165.61936053,57241566.21607361,1000000000000000.0,612,2025-06-28T06:15:00.000Z
Metadium,META,0.020736612920552355,35524072.41746291,92903.87082568,-0.13723563,-0.3172817,-1.41521535,1713108720,2000000000,,613,2025-06-28T06:15:00.000Z
PepeCoin,PEPECOIN,0.33012416214418305,35342174.77704908,431765.17289361,0.05423194,-3.69613358,-3.58312878,107057219.16111442,107741691.90682898,133769420.0,614,2025-06-28T06:15:00.000Z
Nakamoto Games,NAKA,0.33198764085758975,35112225.315960154,8177394.18904636,-0.0673322,2.61616578,1.72580134,105763651.99999112,180000000,180000000.0,615,2025-06-28T06:15:00.000Z
SKYAI,SKYAI,0.03481422341621326,34814223.41621326,24121706.70030609,0.32268863,6.41945262,6.77773435,1000000000,1000000000,1000000000.0,616,2025-06-28T06:15:00.000Z
Origin Protocol,OGN,0.049357521560020566,34747131.61407331,3939627.91640237,-0.19656032,-0.39466094,1.24946231,703988582,1409664846,1409664846.0,617,2025-06-28T06:15:00.000Z
AVA (Travala),AVA,0.5032013937811891,34636492.69151895,4275359.68092518,-0.30662889,-1.90398651,-5.48337537,68832267,68832267,100000000.0,618,2025-06-28T06:15:00.000Z
Ice Open Network,ICE,0.005232674499238937,34615210.645936854,6158882.47991133,0.29838369,-1.28378143,1.10080506,6615204261.41,21150537435.26,,619,2025-06-28T06:15:00.000Z
Ampleforth,AMPL,1.2222699528220344,34559063.95853892,462852.4225038,0.16230486,-0.37058431,14.81681197,28274493.6,29372477.01635413,,620,2025-06-28T06:15:00.000Z
Sugar Daddy Season,SUGAR,0.034451117543563295,34451043.7640835,17931.48798129,-0.36833095,6.68798924,-7.5275305,999997858.43,999997858.43,999997858.43,621,2025-06-28T06:15:00.000Z
Mubarak,MUBARAK,0.034392206067807254,34392206.06780726,40464396.13195921,2.49241767,5.24431875,1.17818227,1000000000,1000000000,1000000000.0,622,2025-06-28T06:15:00.000Z
Landwolf 0x67,WOLF,3.805336177109365e-05,34330202.02470377,2046917.45963318,0.0508384,-1.08430674,1.97882925,902159505150,902159505150,1000000000000.0,623,2025-06-28T06:15:00.000Z
LAMBO,LAMBO,0.003400212850930542,34002128.50930542,4322239.90672494,-0.61544161,-3.10998197,-3.09076807,10000000000,10000000000,10000000000.0,624,2025-06-28T06:15:00.000Z
Zeta,ZEX,0.18039019418051014,33871838.91369366,2227303.23550511,-0.49108427,5.91777244,-2.48924176,187769845.625862,999997729.792326,1000000000.0,625,2025-06-28T06:15:00.000Z
